id,Time_Entered_Page,Time_Left_Page,bill_first_name,billing_last_name,billing_address_1,billing_address_2,billing_city,billing_state,billing_zip,billing_email,billing_confirm_email,billing_phone,ship_different_address,shipping_first_name,shipping_last_name,shipping_address_1,shipping_address_2,shipping_city,shipping_state,shipping_zip,account_username,account_password,add_delivery_note,product_size,product_quality,cart_subtotal,applied_coupon,sales_tax,order_total,add_coupon_click,coupon_code
3339,"Mon Apr 06 2015 19:02:50 ","Mon Apr 06 2015 19:03:16 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3340,"Mon Apr 6 19:08:35 CDT 20","Mon Apr 6 19:09:42 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3341,"Mon Apr 6 19:08:35 CDT 20","Mon Apr 6 19:10:44 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342,"Mon Apr 6 19:10:45 CDT 20","Mon Apr 6 19:11:00 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,"Mon Apr 6 19:11:01 CDT 20","Mon Apr 6 19:12:13 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,"Mon Apr 6 19:11:01 CDT 20","Mon Apr 6 19:12:14 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345,"Mon Apr 6 19:11:01 CDT 20","Mon Apr 6 19:12:15 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3346,"Mon Apr 6 19:11:01 CDT 20","Mon Apr 6 19:12:18 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3347,"Mon Apr 06 2015 20:12:38 ","Mon Apr 06 2015 20:12:50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,"Mon Apr 06 2015 19:14:02 ","Mon Apr 06 2015 19:14:12 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,"Mon Apr 06 2015 19:14:01 ","Mon Apr 06 2015 19:14:32 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,"Mon Apr 06 2015 19:14:13 ","Mon Apr 06 2015 19:14:31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,"Mon Apr 06 2015 19:14:31 ","Mon Apr 06 2015 19:14:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,"Mon Apr 06 2015 19:14:33 ","Mon Apr 06 2015 19:15:03 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,"Mon Apr 06 2015 19:15:05 ","Mon Apr 06 2015 19:15:13 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,"Mon Apr 06 2015 19:15:20 ","Mon Apr 06 2015 19:15:23 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Better,$14.50,,$1.20,$15.70,,
3355,"Mon Apr 06 2015 19:15:24 ","Mon Apr 06 2015 19:15:43 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,"Mon Apr 6 19:11:01 CDT 20","Mon Apr 6 19:16:51 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,"Mon Apr 06 2015 19:24:41 ","Mon Apr 06 2015 19:24:45 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,"Mon Apr 06 2015 19:24:46 ","Mon Apr 06 2015 19:25:03 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359,"Mon Apr 06 2015 19:25:03 ","Mon Apr 06 2015 19:25:16 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,"Mon Apr 06 2015 19:25:17 ","Mon Apr 06 2015 19:25:19 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,"Mon Apr 06 2015 19:25:19 ","Mon Apr 06 2015 19:25:21 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3362,"Mon Apr 06 2015 19:25:22 ","Mon Apr 06 2015 19:25:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,"Mon Apr 06 2015 19:25:25 ","Mon Apr 06 2015 19:25:37 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,"Mon Apr 6 20:16:10 CDT 20","Mon Apr 6 20:16:11 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,"Mon Apr 06 2015 20:29:52 ","Mon Apr 06 2015 20:30:11 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3366,"Mon Apr 06 2015 20:30:13 ","Mon Apr 06 2015 20:30:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3367,"Mon Apr 06 2015 20:30:25 ","Mon Apr 06 2015 20:30:26 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368,"Mon Apr 06 2015 20:57:47 ","Mon Apr 06 2015 20:57:51 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369,"Mon Apr 06 2015 21:44:23 ","Mon Apr 06 2015 21:44:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,"Mon Apr 06 2015 20:57:35 ","Mon Apr 06 2015 20:57:36 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,"Mon Apr 06 2015 22:18:18 ","Mon Apr 06 2015 22:18:19 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3372,"Mon Apr 06 2015 22:39:34 ","Mon Apr 06 2015 22:39:42 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,"Tue Apr 07 2015 00:00:55 ","Tue Apr 07 2015 00:00:58 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,"Tue Apr 07 2015 00:00:59 ","Tue Apr 07 2015 00:01:11 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,"Tue Apr 07 2015 00:01:12 ","Tue Apr 07 2015 00:01:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,"Tue Apr 07 2015 00:01:35 ","Tue Apr 07 2015 00:01:41 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x1, ",Better,$10.19,,$0.84,$11.03,,
3377,"Tue Apr 07 2015 00:01:42 ","Tue Apr 07 2015 00:01:43 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378,"Tue Apr 07 2015 00:01:44 ","Tue Apr 07 2015 00:01:44 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379,"Mon Apr 06 2015 23:04:26 ","Mon Apr 06 2015 23:04:38 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,"Mon Apr 06 2015 23:04:40 ","Mon Apr 06 2015 23:05:13 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,"Mon Apr 6 23:32:08 CDT 20","Mon Apr 6 23:32:26 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,"Mon Apr 06 2015 23:41:12 ","Mon Apr 06 2015 23:41:26 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,"Mon Apr 06 2015 22:48:25 ","Mon Apr 06 2015 22:48:33 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384,"Tue Apr 07 2015 00:23:36 ","Tue Apr 07 2015 00:23:42 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3385,"Tue Apr 07 2015 00:23:44 ","Tue Apr 07 2015 00:24:00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3386,"Tue Apr 07 2015 00:33:35 ","Tue Apr 07 2015 00:33:40 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3387,"Tue Apr 07 2015 00:33:41 ","Tue Apr 07 2015 00:34:04 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388,"Tue Apr 07 2015 00:34:05 ","Tue Apr 07 2015 00:34:17 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389,"Tue Apr 07 2015 00:34:20 ","Tue Apr 07 2015 00:34:37 ",,,,,,,,,,,1,,,,,,,,,,,"18x25x1, ",Best,$16.74,,$1.38,$18.12,,
3390,"Tue Apr 07 2015 00:34:38 ","Tue Apr 07 2015 00:34:56 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391,"Tue Apr 07 2015 00:34:57 ","Tue Apr 07 2015 00:35:06 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3392,"Tue Apr 07 2015 00:35:06 ","Tue Apr 07 2015 00:35:09 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,"Tue Apr 07 2015 00:35:10 ","Tue Apr 07 2015 00:35:44 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,"Tue Apr 07 2015 00:35:45 ","Tue Apr 07 2015 00:35:49 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395,"Tue Apr 07 2015 00:35:50 ","Tue Apr 07 2015 00:35:56 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,"Tue Apr 07 2015 00:35:56 ","Tue Apr 07 2015 00:36:00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,"Tue Apr 07 2015 00:36:01 ","Tue Apr 07 2015 00:36:19 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,"Tue Apr 07 2015 00:36:21 ","Tue Apr 07 2015 00:36:31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399,"Tue Apr 07 2015 00:36:32 ","Tue Apr 07 2015 00:37:40 ",,,,,,,,,,,1,,,,,,,,,,,"18x25x1, ",Best,$66.96,,$4.42,$57.98,,
3400,"Tue Apr 07 2015 00:57:23 ","Tue Apr 07 2015 00:57:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401,"Tue Apr 07 2015 02:25:30 ","Tue Apr 07 2015 02:25:33 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3402,"Tue Apr 07 2015 03:43:24 ","Tue Apr 07 2015 03:45:32 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403,"Tue Apr 07 2015 03:45:34 ","Tue Apr 07 2015 03:47:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,"Tue Apr 07 2015 03:47:26 ","Tue Apr 07 2015 03:49:14 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3405,"Tue Apr 07 2015 07:03:54 ","Tue Apr 07 2015 07:04:13 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,"Tue Apr 07 2015 07:11:58 ","Tue Apr 07 2015 07:12:05 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,"Tue Apr 07 2015 08:00:11 ","Tue Apr 07 2015 08:00:21 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408,"Tue Apr 07 2015 08:02:13 ","Tue Apr 07 2015 08:02:22 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409,"Tue Apr 07 2015 08:03:05 ","Tue Apr 07 2015 08:03:51 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410,"Tue Apr 07 2015 08:03:51 ","Tue Apr 07 2015 08:05:38 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411,"Tue Apr 07 2015 08:05:39 ","Tue Apr 07 2015 08:06:19 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,"Tue Apr 07 2015 08:06:21 ","Tue Apr 07 2015 08:06:32 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413,"Tue Apr 07 2015 08:06:32 ","Tue Apr 07 2015 08:07:16 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,"Tue Apr 07 2015 08:07:17 ","Tue Apr 07 2015 08:07:19 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415,"Tue Apr 07 2015 08:07:19 ","Tue Apr 07 2015 08:07:21 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3416,"Tue Apr 7 08:14:00 CDT 20","Tue Apr 7 08:14:15 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417,"Tue Apr 7 08:14:16 CDT 20","Tue Apr 7 08:14:24 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418,"Tue Apr 7 08:14:26 CDT 20","Tue Apr 7 08:14:26 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419,"Tue Apr 07 2015 08:22:57 ","Tue Apr 07 2015 08:23:27 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,"Tue Apr 07 2015 08:23:30 ","Tue Apr 07 2015 08:23:42 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421,"Tue Apr 07 2015 08:25:18 ","Tue Apr 07 2015 08:25:22 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422,"Tue Apr 07 2015 08:25:22 ","Tue Apr 07 2015 08:25:32 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423,"Tue Apr 07 2015 08:25:33 ","Tue Apr 07 2015 08:25:51 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424,"Tue Apr 7 08:02:09 CDT 20","Tue Apr 7 08:26:20 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425,"Tue Apr 7 08:26:21 CDT 20","Tue Apr 7 08:26:35 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3426,"Tue Apr 7 08:26:36 CDT 20","Tue Apr 7 08:26:42 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3427,"Mon Apr 06 2015 15:38:36 ","Tue Apr 07 2015 08:26:57 ",david,bruce,"6150 longmont",,houston,TX,77046,davidb@senterrallc.com,,7134884080,1,david,bruce,"6150 longmont",,houston,TX,77046,,,,"12x20x1, 12x30x1, ",Better,$20.78,,$1.71,$22.49,,
3428,"Tue Apr 07 2015 08:27:04 ","Tue Apr 07 2015 08:27:08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429,"Tue Apr 07 2015 08:27:09 ","Tue Apr 07 2015 08:27:20 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430,"Tue Apr 07 2015 08:27:22 ","Tue Apr 07 2015 08:27:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431,"Tue Apr 07 2015 08:30:07 ","Tue Apr 07 2015 08:30:09 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432,"Tue Apr 07 2015 08:34:03 ","Tue Apr 07 2015 08:34:05 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433,"Tue Apr 07 2015 08:46:50 ","Tue Apr 07 2015 08:46:53 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434,"Tue Apr 07 2015 08:46:54 ","Tue Apr 07 2015 08:47:06 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435,"Tue Apr 07 2015 08:47:08 ","Tue Apr 07 2015 08:47:33 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436,"Tue Apr 07 2015 08:47:35 ","Tue Apr 07 2015 08:47:45 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,"Tue Apr 07 2015 08:47:46 ","Tue Apr 07 2015 08:47:47 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,"Tue Apr 07 2015 08:47:48 ","Tue Apr 07 2015 08:47:48 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439,"Tue Apr 7 08:26:49 CDT 20","Tue Apr 7 08:47:55 CDT 20",Travis,Campbell,"380 Family Dentistry","2111 E. University Dr. #20",Prosper,TX,75078,DrTCampbell@gmail.com,DrTCampbell@gmail.com,9723469998,1,,,,,,,,DrTCampbell@gmail.com,DrTCampbell@gmail.com,,"20x20x1, ",Best,$40.26,,$2.66,$34.88,,
3440,"Tue Apr 07 2015 08:47:49 ","Tue Apr 07 2015 08:47:50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,"Tue Apr 7 08:47:56 CDT 20","Tue Apr 7 08:48:22 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,"Tue Apr 7 08:48:24 CDT 20","Tue Apr 7 08:48:46 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443,"Tue Apr 7 08:48:48 CDT 20","Tue Apr 7 08:48:59 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444,"Tue Apr 7 08:49:00 CDT 20","Tue Apr 7 08:49:21 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445,"Tue Apr 7 08:49:22 CDT 20","Tue Apr 7 08:49:27 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446,"Tue Apr 7 08:49:27 CDT 20","Tue Apr 7 08:49:32 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,"Tue Apr 7 08:51:40 CDT 20","Tue Apr 7 08:58:31 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448,"Tue Apr 07 2015 09:03:17 ","Tue Apr 07 2015 09:03:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3449,"Tue Apr 07 2015 10:04:53 ","Tue Apr 07 2015 10:05:01 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,"Tue Apr 07 2015 10:05:04 ","Tue Apr 07 2015 10:05:19 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,"Tue Apr 07 2015 10:05:22 ","Tue Apr 07 2015 10:05:27 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,"Tue Apr 07 2015 10:05:30 ","Tue Apr 07 2015 10:05:37 ",,,,,,,,,,,1,,,,,,,,,,,"18x20x1, ",Better,$13.28,,$1.10,$14.38,,
3453,"Tue Apr 07 2015 10:14:41 ","Tue Apr 07 2015 10:15:02 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,"Tue Apr 07 2015 10:15:03 ","Tue Apr 07 2015 10:15:25 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,"Tue Apr 7 09:30:28 CDT 20","Tue Apr 7 09:30:48 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,"Tue Apr 7 09:30:51 CDT 20","Tue Apr 7 09:30:57 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,"Tue Apr 7 09:30:59 CDT 20","Tue Apr 7 09:33:34 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3458,"Tue Apr 7 09:33:36 CDT 20","Tue Apr 7 09:33:36 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3459,"Tue Apr 7 09:33:38 CDT 20","Tue Apr 7 09:33:42 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,"Tue Apr 7 09:33:43 CDT 20","Tue Apr 7 09:33:58 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461,"Tue Apr 7 09:33:59 CDT 20","Tue Apr 7 09:34:27 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3462,"Tue Apr 7 09:34:28 CDT 20","Tue Apr 7 09:34:32 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3463,"Tue Apr 7 09:40:35 CDT 20","Tue Apr 7 09:40:47 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464,"Tue Apr 07 2015 09:56:24 ","Tue Apr 07 2015 09:56:30 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465,"Tue Apr 07 2015 10:08:18 ","Tue Apr 07 2015 10:08:31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466,"Tue Apr 07 2015 10:16:10 ","Tue Apr 07 2015 10:16:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3467,"Tue Apr 07 2015 10:16:25 ","Tue Apr 07 2015 10:16:34 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3468,"Tue Apr 07 2015 10:18:32 ","Tue Apr 07 2015 10:18:44 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3469,"Tue Apr 07 2015 10:18:46 ","Tue Apr 07 2015 10:19:48 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3470,"Tue Apr 07 2015 10:19:51 ","Tue Apr 07 2015 10:20:26 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,"Tue Apr 07 2015 10:20:32 ","Tue Apr 07 2015 10:20:49 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Best,$35.68,,$2.94,$38.62,,
3472,"Tue Apr 07 2015 10:20:32 ","Tue Apr 07 2015 10:20:48 ",,,,,,,,,,,1,,,,,,,,,,,"20x25x4, ",Best,$35.68,,$2.94,$38.62,,
3473,"Tue Apr 07 2015 10:20:51 ","Tue Apr 07 2015 10:20:51 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,"Tue Apr 07 2015 10:15:09 ","Tue Apr 07 2015 10:15:16 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3475,"Tue Apr 07 2015 10:20:52 ","Tue Apr 07 2015 10:21:02 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3476,"Tue Apr 07 2015 10:21:04 ","Tue Apr 07 2015 10:21:51 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477,"Tue Apr 07 2015 10:21:54 ","Tue Apr 07 2015 10:22:27 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,"Tue Apr 07 2015 10:22:32 ","Tue Apr 07 2015 10:25:43 ",robin,somerville,"455 Cielo Springs",,Blanco,TX,78606,robin.somerville@gmail.com,robin.somerville@gmail.com,409-504-2397,1,,,,,,,,robin.somerville@gmail.com,robin.somerville@gmail.com,,"20x25x4, ",Best,$71.36,,$4.71,$61.79,,
3479,"Tue Apr 07 2015 10:25:50 ","Tue Apr 07 2015 10:27:13 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,"Tue Apr 07 2015 10:33:54 ","Tue Apr 07 2015 10:33:55 ",,,,,,,,,,,1,,,,,,,,,,,"14x18x1, ",Good,$107.10,,$8.84,$115.94,,
3481,"Tue Apr 07 2015 11:00:21 ","Tue Apr 07 2015 11:00:24 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482,"Tue Apr 07 2015 11:20:12 ","Tue Apr 07 2015 11:20:26 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483,"Tue Apr 07 2015 11:20:27 ","Tue Apr 07 2015 11:20:37 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3484,"Tue Apr 07 2015 11:20:39 ","Tue Apr 07 2015 11:20:40 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,"Tue Apr 07 2015 12:21:16 ","Tue Apr 07 2015 12:21:41 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,"Tue Apr 07 2015 12:21:44 ","Tue Apr 07 2015 12:22:44 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3487,"Tue Apr 07 2015 11:24:34 ","Tue Apr 07 2015 11:25:02 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3488,"Tue Apr 07 2015 11:18:08 ","Tue Apr 07 2015 11:28:04 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3489,"Tue Apr 07 2015 11:28:09 ","Tue Apr 07 2015 11:28:29 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3490,"Tue Apr 07 2015 11:25:03 ","Tue Apr 07 2015 11:28:27 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3491,"Tue Apr 07 2015 11:28:28 ","Tue Apr 07 2015 11:28:48 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,"Tue Apr 07 2015 12:30:25 ","Tue Apr 07 2015 12:30:33 ",,,,,,,,,,,1,,,,,,,,,,,"25x25x1, ",Better,$13.29,,$1.10,$14.39,,
3493,"Tue Apr 07 2015 12:30:25 ","Tue Apr 07 2015 12:30:33 ",,,,,,,,,,,1,,,,,,,,,,,"25x25x1, ",Better,$13.29,,$1.10,$14.39,,
3494,"Tue Apr 07 2015 12:30:36 ","Tue Apr 07 2015 12:30:37 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3495,"Tue Apr 07 2015 12:30:38 ","Tue Apr 07 2015 12:31:01 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496,"Tue Apr 07 2015 12:31:04 ","Tue Apr 07 2015 12:31:30 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3497,"Tue Apr 07 2015 11:35:03 ","Tue Apr 07 2015 11:36:05 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,"Tue Apr 07 2015 11:36:07 ","Tue Apr 07 2015 11:37:12 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,"Tue Apr 07 2015 11:28:51 ","Tue Apr 07 2015 11:37:14 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,"Tue Apr 07 2015 11:37:13 ","Tue Apr 07 2015 11:37:31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,"Tue Apr 07 2015 11:37:34 ","Tue Apr 07 2015 11:37:47 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,"Tue Apr 07 2015 11:37:48 ","Tue Apr 07 2015 11:38:19 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,"Tue Apr 07 2015 11:38:20 ","Tue Apr 07 2015 11:38:31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,"Tue Apr 07 2015 11:38:31 ","Tue Apr 07 2015 11:38:40 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,"Tue Apr 07 2015 10:38:17 ","Tue Apr 07 2015 10:38:45 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,"Tue Apr 07 2015 11:38:42 ","Tue Apr 07 2015 11:38:54 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,"Tue Apr 07 2015 10:38:47 ","Tue Apr 07 2015 10:39:08 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3508,"Tue Apr 07 2015 11:38:54 ","Tue Apr 07 2015 11:39:12 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3509,"Tue Apr 07 2015 11:39:13 ","Tue Apr 07 2015 11:39:25 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510,"Tue Apr 7 11:40:30 CDT 20","Tue Apr 7 11:40:41 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,"Tue Apr 07 2015 11:39:26 ","Tue Apr 07 2015 11:42:52 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3512,"Tue Apr 7 11:40:45 CDT 20","Tue Apr 7 11:43:50 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3513,"Tue Apr 07 2015 11:43:57 ","Tue Apr 07 2015 11:44:26 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514,"Tue Apr 7 11:43:55 CDT 20","Tue Apr 7 11:44:41 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515,"Tue Apr 07 2015 11:49:04 ","Tue Apr 07 2015 11:50:06 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,"Tue Apr 7 11:44:53 CDT 20","Tue Apr 7 11:50:16 CDT 20",Paul,Babb,P.O.,,,,,,,,1,,,,,,,,,,,"20¼x20¾x5¼, ",Better,$31.10,,$2.57,$33.67,,
3517,"Tue Apr 7 11:50:24 CDT 20","Tue Apr 7 11:50:26 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,"Tue Apr 7 11:50:34 CDT 20","Tue Apr 7 11:50:37 CDT 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
